drugbank_id,drug_name,targets,n_targets,name_normalized,dili_label,is_dili
DB08896,Regorafenib,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'TEK', 'EPHA2', 'RAF1', 'BRAF', 'MAPK11', 'FRK', 'ABL1']",14,regorafenib,,
DB08901,Ponatinib,"['ABL1', 'BCR', 'TEK', 'FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'LCK', 'SRC', 'LYN', 'KDR', 'PDGFRA']",12,ponatinib,,
DB08912,Dabrafenib,"['BRAF', 'RAF1', 'LIMK1']",3,dabrafenib,,
DB08915,Aleglitazar,"['PPARA', 'PPARG', 'NCOA1']",3,aleglitazar,,
DB08951,Indoprofen,"['CXCR1', 'PTGS2', 'FABP1', 'PKM']",4,indoprofen,,
DB09006,Clinofibrate,"['PPARA', 'PPARG', 'PPARD']",3,clinofibrate,,
DB09061,Cannabidiol,"['PPARG', 'TRPV1', 'CACNA1H', 'TRPM8', 'TRPV2', 'TRPV4', 'VDAC1', 'PTGS2', 'ACAT1', 'CYP17A1', 'HMGCR', 'GSR', 'CAT', 'SOD1']",14,cannabidiol,,
DB09065,Cobicistat,"['CYP3A4', 'CYP3A5', 'CYP3A7']",3,cobicistat,,
DB09074,Olaparib,"['PARP1', 'PARP2', 'PARP3', 'AKR1C3']",4,olaparib,,
DB09078,Lenvatinib,"['FLT1', 'KDR', 'FLT4', 'FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'PDGFRA']",8,lenvatinib,,
DB09079,Nintedanib,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'FGFR3', 'LCK', 'LYN', 'SRC']",11,nintedanib,,
DB09086,Eugenol,"['MAOB', 'ESR1', 'AR']",3,eugenol,,
DB09092,Xanthinol,"['NNT', 'GAPDH', 'IDH3A', 'OGDH', 'MDH2', 'RPL3']",6,xanthinol,,
DB09096,Benzoyl peroxide,"['CAT', 'PRKCA', 'SOD3']",3,benzoylperoxide,,
DB09109,Turoctocog alfa,"['F9', 'F10', 'F2']",3,turoctocogalfa,,
DB09116,Calcium carbimide,"['ALDH2', 'ALDH1B1', 'ALDH1A1']",3,calciumcarbimide,,
DB09130,Copper,"['APP', 'AHCY', 'GAPDH', 'NME1', 'PRDX1', 'S100A8', 'RPSA', 'ACTG1', 'ENO1', 'EEF1A1', 'KRT8', 'P4HB', 'PDIA3', 'HSPD1', 'HSPA13', 'HSPA5', 'HSP90B1', 'TF', 'LYAR', 'RPS2', 'SRSF1', 'HNRNPA2B1', 'HNRNPH1', 'HNRNPH3', 'HNRNPL', 'SFPQ', 'SF3A2', 'RACK1', 'ACTN1', 'ACY1', 'ANXA5', 'CALR', 'PKM', 'AKR1A1', 'CYB5R3', 'GSR', 'TKT', 'PRDX2', 'PRDX6', 'PPIA', 'HSPA8', 'HSP90AA1', 'PTGES3', 'STIP1', 'EIF6', 'EIF4A1', 'GPI', 'LDHA', 'PGK1', 'TUBB', 'CFL1', 'YWHAB', 'GOT1', 'GSS', 'HDGF', 'IDH3A', 'PSME1', 'PEBP1', 'PGAM1', 'RANBP1', 'UGDH', 'B2M', 'SCO1', 'PRNP', 'HTT', 'NEIL1', 'NEIL2', 'SERPINE1', 'S100A4', 'PARK7', 'A1BG', 'AGT', 'AHSG', 'APCS', 'APOA1', 'APOA2', 'APOA4', 'APOBR', 'APOC2', 'APOC3', 'APOD', 'APOE', 'APOH', 'C1QC', 'C1S', 'C3', 'C4B', 'C4BPA', 'C5', 'C8B', 'C9', 'CFH', 'CFI', 'CLEC3B', 'CLU', 'F2', 'C1QBP', 'GSN', 'HBA1', 'HBB', 'CBX5', 'HPR', 'IGFALS', 'ITIH2', 'KNG1', 'KRT1', 'KRT10', 'LRG1', 'LUM', 'PLG', 'PON1', 'PPBP', 'SERPINA1', 'SERPINA6', 'SERPINA7', 'SERPINC1', 'SERPIND1', 'SERPINF1', 'SERPINF2', 'SERPING1', 'TTR', 'VTN']",122,copper,,
DB09147,Ferric pyrophosphate,"['FTL', 'HBA1', 'HBB']",3,ferricpyrophosphate,,
DB09185,Viloxazine,"['ADRA1B', 'ADRB2', 'MAOA', 'MAOB']",4,viloxazine,,
DB09213,Dexibuprofen,"['PTGS2', 'THBD', 'PLAT', 'PPARG', 'PPARA']",5,dexibuprofen,,
DB09221,Polaprezinc,"['FLT1', 'NGF', 'PDGFRB', 'HSP90AA1', 'HSP90AB1']",5,polaprezinc,,
DB09228,Conestat alfa,"['C1R', 'C1S', 'KLKB1', 'F12', 'F2', 'F11', 'PLAT']",7,conestatalfa,,
DB09258,Bemiparin,"['F10', 'SERPINC1', 'SERPIND1']",3,bemiparin,,
DB09273,Doxofylline,"['ADRB2', 'PDE2A', 'ADORA2A']",3,doxofylline,,
DB09283,Trapidil,"['FGFR3', 'PDE4A', 'PDGFRB']",3,trapidil,,
DB09285,Morniflumate,"['PTGS2', 'ALOX5', 'LTB4R', 'TBXA2R']",4,morniflumate,,
DB09332,Kappadione,"['F2', 'F7', 'F9', 'F10', 'PROC', 'GGCX', 'PROS1']",7,kappadione,,
DB09371,Norethynodrel,"['ESR1', 'AR', 'SHBG']",3,norethynodrel,,
DB09462,Glycerin,"['PPARD', 'ISYNA1', 'ADH1B', 'ITPR1', 'NAGA', 'ARF1', 'PAPSS1', 'GSTZ1']",8,glycerin,,
DB09517,Sodium ferric gluconate complex,"['FTL', 'HBB', 'HBA1']",3,sodiumferricgluconatecomplex,,
DB09568,Omega-3-carboxylic acids,"['DGAT2', 'HSD17B10', 'ECHS1', 'HADH']",4,omega3carboxylicacids,,
DB10770,Foreskin fibroblast (neonatal),"['FLT1', 'IL1R1', 'TGFBR2', 'FGFR2', 'PDGFRB', 'TGFB1']",6,foreskinfibroblastneonatal,,
DB10772,Foreskin keratinocyte (neonatal),"['EGFR', 'PDGFRA', 'TGFBR2', 'TGFB1', 'FGFR2']",5,foreskinkeratinocyteneonatal,,
DB11093,Calcium citrate,"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",16,calciumcitrate,,
DB11124,Racepinephrine,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']",4,racepinephrine,,
DB11133,Omega-3 fatty acids,"['PPARG', 'PPARA', 'SREBF1']",3,omega3fattyacids,,
DB11294,Coccidioides immitis spherule,"['HLA-DRA', 'HLA-A', 'HLA-B']",3,coccidioidesimmitisspherule,,
DB11300,Thrombin,"['F11', 'F13B', 'FGA', 'FGB', 'FGG', 'F5', 'F8', 'F2R']",8,thrombin,,
DB11311,Prothrombin,"['FGA', 'FGB', 'CPB2']",3,prothrombin,,
DB11338,Clove oil,"['VCAM1', 'CXCL10', 'COL1A1']",3,cloveoil,,
DB11348,Calcium Phosphate,"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",16,calciumphosphate,,
DB11428,Medetomidine,"['ADRA1B', 'ADRA2B', 'ADRA1A']",3,medetomidine,,
DB11571,Human thrombin,"['F5', 'F8', 'F11', 'F13B', 'FGA', 'FGB', 'FGG']",7,humanthrombin,,
DB11572,Thrombin alfa,"['F5', 'F8', 'FGA', 'FGB', 'FGG']",5,thrombinalfa,,
DB11605,Myrrh,"['NR1H4', 'NR1I2', 'PPARA']",3,myrrh,,
DB11619,Gestrinone,"['NR3C1', 'AR', 'ESR1', 'SHBG']",4,gestrinone,,
DB11629,Laropiprant,"['HMGCR', 'TBXA2R', 'PTGIR']",3,laropiprant,,
DB11638,Artenimol,"['ACTG1', 'ALDH7A1', 'ANXA2', 'CAST', 'CCT3', 'CFL1', 'DPYSL2', 'DSP', 'EEF1A1', 'ENO1', 'FLNA', 'FTO', 'G6PD', 'GPI', 'HNRNPA2B1', 'HNRNPD', 'HNRNPK', 'HSPB1', 'IQGAP1', 'KHSRP', 'LDHA', 'LGALS1', 'PFN1', 'PGK1', 'PKM', 'PPIA', 'PRDX1', 'RPL10', 'RPL14', 'RPL18', 'RPL23A', 'RPL35', 'RPL4', 'RPS13', 'RPS17', 'RPS18', 'RPS19', 'RPS28', 'RPS5', 'RPS6', 'RPS8', 'RPS9', 'SF1', 'SFPQ', 'SNRPD2', 'SRP14', 'SRSF4', 'TAGLN', 'TPI1', 'TPM1', 'TUBA1A', 'VIM', 'ZYX', 'HSPA8', 'TUBB6', 'TUBB', 'ALDOA', 'GAPDH', 'CYCS', 'PGAM1', 'MYH9', 'P4HB', 'DDX5', 'SHMT2', 'DDX39B', 'NPM1', 'OAT', 'GAPDH', 'VAPA', 'ALB']",70,artenimol,,
DB11665,BMS-690514,"['KDR', 'EGFR', 'ERBB2']",3,bms690514,,
DB11666,Buparlisib,"['PIK3CD', 'PIK3CB', 'PIK3CA']",3,buparlisib,,
DB11672,Curcumin,"['CYP3A4', 'XDH', 'MMP9', 'PTGS2', 'APP', 'CA2', 'PPARG', 'ABCC5', 'CBR1', 'GSTP1']",10,curcumin,,
DB11679,Fruquintinib,"['FLT1', 'KDR', 'FLT4']",3,fruquintinib,,
DB11693,Voclosporin,"['CAMLG', 'PPP3CA', 'PPP3R1']",3,voclosporin,,
DB11718,Encorafenib,"['BRAF', 'CCND1', 'RAF1', 'MAPK8', 'MAPK9', 'LIMK1', 'LIMK2', 'MAP2K4', 'STK36']",9,encorafenib,,
DB11741,Famitinib,"['PDGFRA', 'PDGFRB', 'FLT1', 'FLT4', 'KDR']",5,famitinib,,
DB11752,Bryostatin 1,"['PRKCE', 'PRKCA', 'CASP8', 'PTGS2', 'CCND1', 'UNC13B']",6,bryostatin1,,
DB11759,Pevonedistat,"['UBA3', 'NEDD8', 'NAE1']",3,pevonedistat,,
DB11763,Momelotinib,"['JAK1', 'JAK2', 'JAK3', 'TYK2', 'ACVR1']",5,momelotinib,,
DB11767,Sarilumab,"['IL6R', 'FCGR2A', 'FCGR2B', 'FCGR3A', 'FCGR3B']",5,sarilumab,,
DB11800,Tivozanib,"['FLT1', 'KDR', 'FLT4', 'PDGFRB', 'PDGFRA', 'PTK6', 'TEK', 'FGFR1', 'MET']",9,tivozanib,,
DB11817,Baricitinib,"['JAK1', 'JAK2', 'JAK3', 'TYK2']",4,baricitinib,,
DB11828,Neratinib,"['KDR', 'ERBB2', 'EGFR']",3,neratinib,,
DB11830,Mocetinostat,"['HDAC1', 'HDAC3', 'HDAC2']",3,mocetinostat,,
DB11845,Lucitanib,"['FGFR1', 'FGFR2', 'KDR', 'PDGFRA', 'FGFR3', 'FLT4', 'PDGFRB', 'FLT1']",8,lucitanib,,
DB11870,RG-4733,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1']",5,rg4733,,
DB11886,Infigratinib,"['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4']",4,infigratinib,,
DB11893,Avagacestat,"['APH1A', 'NCSTN', 'APH1B', 'PSENEN', 'PSEN1']",5,avagacestat,,
DB11994,Diacerein,"['NR1H3', 'NR1H2', 'ALOX5', 'CYP1A2', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP2D6']",8,diacerein,,
DB12005,Nirogacestat,"['APH1B', 'NCSTN', 'PSEN1', 'PSENEN', 'APH1A', 'PSEN2']",6,nirogacestat,,
DB12010,Fostamatinib,"['SYK', 'FAAH', 'UGT1A1', 'ALOX5', 'CTSS', 'CTSL', 'ABL1', 'TYK2', 'COQ8A', 'JAK1', 'MET', 'STK26', 'PRKACA', 'STK24', 'STK3', 'TEC', 'STK35', 'STK36', 'STK38', 'STK38L', 'TAOK1', 'TAOK2', 'TAOK3', 'TBK1', 'TEK', 'TESK1', 'TGFBR1', 'TGFBR2', 'TLK1', 'TLK2', 'TNIK', 'TNK2', 'TXK', 'ULK1', 'ULK2', 'ULK3', 'WEE1', 'YES1', 'MAP3K20', 'ZAP70', 'AAK1', 'ABL2', 'ACVR1', 'ACVR1B', 'COQ8B', 'AURKA', 'AURKC', 'AXL', 'BMPR2', 'BRAF', 'CAMK1', 'CAMK1D', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'CAMKK2', 'CASK', 'CDK4', 'CHEK2', 'CLK1', 'CLK4', 'CSF1R', 'CSK', 'CSNK1A1', 'CSNK2A1', 'CSNK2A2', 'DAPK1', 'DAPK3', 'DYRK1A', 'DYRK1B', 'EGFR', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EPHA1', 'EPHA2', 'EPHB4', 'EPHB6', 'ERBB2', 'ERN1', 'FES', 'FGFR1', 'FGFR2', 'FGFR3', 'FGR', 'FLT1', 'FLT4', 'MTOR', 'FRK', 'FYN', 'GAK', 'GSK3A', 'GSK3B', 'HCK', 'HIPK2', 'HIPK3', 'IKBKB', 'INSR', 'IRAK1', 'IRAK3', 'IRAK4', 'JAK2', 'JAK3', 'KDR', 'LATS1', 'LCK', 'LIMK1', 'LIMK2', 'LRRK2', 'LYN', 'MAP2K2', 'MAP2K3', 'MAP2K5', 'MAP3K1', 'MAP3K10', 'MAP3K11', 'MAP3K12', 'MAP3K13', 'MAP3K2', 'MAP3K3', 'MAP3K4', 'MAP3K6', 'MAP4K1', 'MAP4K2', 'MAP4K3', 'MAP4K4', 'MAP4K5', 'MAPK13', 'MAPK14', 'MAPK7', 'MAPK9', 'MAPKAPK5', 'MARK3', 'MARK4', 'CLASP1', 'MERTK', 'MINK1', 'MKNK1', 'MKNK2', 'MYLK', 'NEK1', 'NEK9', 'NUAK1', 'OXSR1', 'PAK1', 'PAK2', 'PAK4', 'PDGFRA', 'PDGFRB', 'PDPK1', 'PI4KB', 'PIK3C2B', 'PIK3C2G', 'PIK3CD', 'PIM1', 'PIP4K2B', 'PIP4K2C', 'PKN1', 'PKN2', 'PLK1', 'PLK2', 'PLK3', 'PRKAA1', 'PRKAA1', 'PRKACB', 'PRKCD', 'PRKCE', 'PRKCI', 'PTK2', 'PTK2B', 'PTK6', 'RAF1', 'RIOK1', 'RIOK2', 'RIOK3', 'RIPK1', 'RIPK2', 'RIPK4', 'ROCK2', 'RPS6KA1', 'RPS6KA3', 'SGK3', 'SIK2', 'SLK', 'SRC']",185,fostamatinib,,
DB12025,Triptolide,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']",5,triptolide,,
DB12058,Recoflavone,"['NFKB1', 'RELB', 'NFKB2', 'RELA', 'REL']",5,recoflavone,,
DB12072,Orantinib,"['KDR', 'AURKA', 'FGFR1', 'PPARG']",4,orantinib,,
DB12085,LCL-161,"['XIAP', 'BIRC2', 'BIRC3']",3,lcl161,,
DB12116,Epigallocatechin gallate,"['FASN', 'STAT3', 'MMP14', 'MMP2', 'SQLE', 'TGM2', 'AHR', 'DNMT1', 'DHFR2']",9,epigallocatechingallate,,
DB12147,Erdafitinib,"['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'CSF1R', 'PDGFRA', 'PDGFRB', 'KDR']",8,erdafitinib,,
DB12151,Brincidofovir,"['POLD4', 'POLD1', 'POLB', 'POLG2', 'POLG', 'POLE2']",6,brincidofovir,,
DB12218,Capivasertib,"['AKT1', 'AKT2', 'AKT3']",3,capivasertib,,
DB12255,Vadadustat,"['EGLN1', 'EGLN2', 'HIF1A', 'EPAS1']",4,vadadustat,,
DB12263,Begacestat,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1']",5,begacestat,,
DB12267,Brigatinib,"['EGFR', 'ABL1', 'INSR', 'MET', 'ERBB2']",5,brigatinib,,
DB12307,Foretinib,"['MET', 'KDR', 'HGF']",3,foretinib,,
DB12319,Benzbromarone,"['ABCC1', 'CYP2C9', 'CYP2C19']",3,benzbromarone,,
DB12332,Rucaparib,"['PARP1', 'PARP2', 'PARP3']",3,rucaparib,,
DB12340,Navitoclax,"['BCL2L1', 'CCND1', 'BCL2L2', 'BAD']",4,navitoclax,,
DB12350,Rostafuroxin,"['ATP1B1', 'ATP1B2', 'ATP1B3', 'ATP1A1']",4,rostafuroxin,,
DB12429,CI-1040,"['MAP3K1', 'MAP3K2', 'SGK1', 'MAPK1', 'RPS6KB1', 'ROCK1', 'MAPK8', 'PRKCA', 'MAPK11', 'MAPK14', 'LCK', 'GSK3B', 'AKT1']",13,ci1040,,
DB12463,Semagacestat,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1']",5,semagacestat,,
DB12483,Copanlisib,"['PIK3CA', 'PIK3CD', 'PIK3CB']",3,copanlisib,,
DB12509,Imeglimin,"['PRKAA1', 'PRKAB1', 'PRKAG1']",3,imeglimin,,
DB12571,Rimacalib,"['CAMK2B', 'CAMK2D', 'CAMK2G']",3,rimacalib,,
DB12582,Piperine,"['MAOA', 'MAOB', 'NR1I2']",3,piperine,,
DB12598,Nafamostat,"['F2', 'F10', 'F12', 'PRSS1', 'ICAM1']",5,nafamostat,,
DB12610,Ebselen,"['ALB', 'KDM4A', 'EPHX2']",3,ebselen,,
DB12645,Givinostat,"['HDAC1', 'JAK2', 'HDAC1']",3,givinostat,,
DB12695,Phenethyl Isothiocyanate,"['ACTA2', 'ACTB', 'CYB5B', 'DIABLO', 'HNRNPF', 'HNRNPK', 'HSPA4', 'HSPB1', 'HSPE1', 'HSPH1', 'MT-ND1', 'NUDC', 'PSMA3', 'PSMC3', 'RANBP1', 'S100A10', 'SF3A3', 'SMARCE1', 'SUCLG2', 'TPM1', 'TPM3', 'TPM4', 'TUBA1A', 'TUBA4A', 'TUBB2A', 'TUBB4B', 'TXN', 'USP14', 'VCP', 'VIM', 'YWHAB', 'YWHAE', 'YWHAH', 'YWHAQ', 'YWHAZ']",35,phenethylisothiocyanate,,
DB12808,Trifarotene,"['RARG', 'RARB', 'RARA']",3,trifarotene,,
DB12816,Terpinen-4-ol,"['ACHE', 'XIAP', 'NFKB2']",3,terpinen4ol,,
DB12819,GSI-136,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1']",5,gsi136,,
DB12831,Gabexate,"['KLKB1', 'F2', 'PLG']",3,gabexate,,
DB12843,Oleandrin,"['ATP1A1', 'ATP1B1', 'ATP1B2', 'ATP1B3', 'MMP9', 'MMP2', 'NGF', 'CASP3', 'CASP8', 'CXCL8', 'MTOR', 'NFKB2']",12,oleandrin,,
DB12852,MK-0752,"['PSENEN', 'NCSTN', 'APH1B', 'PSEN1', 'APH1A']",5,mk0752,,
DB12893,Sacituzumab govitecan,"['TACSTD2', 'TOP1', 'FUBP1']",3,sacituzumabgovitecan,,
DB12903,DEBIO-1347,"['FGFR1', 'FGFR2', 'FGFR3']",3,debio1347,,
DB12961,Leukotriene B4,"['LTB4R', 'LTB4R2', 'PPARA']",3,leukotrieneb4,,
DB12965,Silver,"['CP', 'ALB', 'A2M']",3,silver,,
DB13051,CH-5132799,"['PIK3CB', 'PIK3CD', 'PIK3CA']",3,ch5132799,,
DB13063,Parthenolide,"['REL', 'RELB', 'IKBKB', 'NFKB1', 'NFKB2', 'RELA']",6,parthenolide,,
DB13133,Von Willebrand factor human,"['F8', 'COL1A1', 'LRP1']",3,vonwillebrandfactorhuman,,
DB13149,Protein S human,"['F5', 'F10', 'PROC']",3,proteinshuman,,
DB13150,Coagulation factor VII human,"['F3', 'F10', 'F9']",3,coagulationfactorviihuman,,
DB13151,Anti-inhibitor coagulant complex,"['F10', 'F2', 'FGA', 'FGB', 'F5', 'F8', 'F7']",7,antiinhibitorcoagulantcomplex,,
DB13152,Coagulation Factor IX Human,"['F10', 'F11', 'F7', 'F8', 'F2', 'LRP1', 'GGCX']",7,coagulationfactorixhuman,,
DB13174,Rhein,"['HSP90AA1', 'NR1H3', 'NR1H2', 'ALOX5']",4,rhein,,
DB13182,Daidzein,"['ESRRA', 'ESR1', 'AKR1B1']",3,daidzein,,
DB13191,Phosphocreatine,"['GAMT', 'SLC6A8', 'CKM', 'CKB']",4,phosphocreatine,,
DB13346,Bufexamac,"['PTGS2', 'HDAC6', 'HDAC10']",3,bufexamac,,
DB13616,Melagatran,"['F2', 'PLG', 'PRSS1', 'F10']",4,melagatran,,
DB13729,Camostat,"['PRSS1', 'TMPRSS2', 'ST14']",3,camostat,,
DB13751,Glycyrrhizic acid,"['HSD11B1', 'CASP3', 'NFKB2']",3,glycyrrhizicacid,,
DB13873,Fenofibric acid,"['PPARA', 'FABP1', 'MMP25', 'PPARG', 'PPARD', 'NR1I2']",6,fenofibricacid,,
DB13874,Enasidenib,"['IDH1', 'IDH3A', 'IDH3B', 'IDH3G', 'IDH2']",5,enasidenib,,
DB13933,Nonacog beta pegol,"['F7', 'F8', 'F10']",3,nonacogbetapegol,,
DB13943,Testosterone cypionate,"['AR', 'ESR1', 'NR3C2']",3,testosteronecypionate,,
DB13944,Testosterone enanthate,"['AR', 'ESR1', 'NR3C2']",3,testosteroneenanthate,,
DB13951,Stanolone acetate,"['AR', 'ESR1', 'NR3C2']",3,stanoloneacetate,,
DB13952,Estradiol acetate,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",8,estradiolacetate,,
DB13953,Estradiol benzoate,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",8,estradiolbenzoate,,
DB13954,Estradiol cypionate,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",8,estradiolcypionate,,
DB13955,Estradiol dienanthate,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",8,estradioldienanthate,,
DB13956,Estradiol valerate,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",8,estradiolvalerate,,
DB13961,Fish oil,"['DGAT2', 'PTGS2', 'NFKB2', 'SREBF1', 'PPARA', 'PPARG', 'PPARD']",7,fishoil,,
DB13995,Ferric pyrophosphate citrate,"['FTL', 'FTH1', 'HBA1', 'HBB']",4,ferricpyrophosphatecitrate,,
DB13998,Lonoctocog alfa,"['F10', 'F9', 'VWF', 'PHYH', 'HSPA5', 'CALR', 'CANX', 'LMAN1', 'LRP1', 'MCFD2']",10,lonoctocogalfa,,
DB13999,Moroctocog alfa,"['F10', 'F9', 'VWF', 'PHYH', 'HSPA5', 'CALR', 'CANX', 'LMAN1', 'LRP1', 'MCFD2']",10,moroctocogalfa,,
DB14001,alpha-Tocopherol succinate,"['NR1I2', 'ALOX5', 'PRKCA']",3,alphatocopherolsuccinate,,
DB14002,D-alpha-Tocopherol acetate,"['NR1I2', 'ALOX5', 'PRKCA']",3,dalphatocopherolacetate,,
DB14006,Choline salicylate,"['ACHE', 'PCYT1A', 'PLD2', 'BCHE', 'PLD1']",5,cholinesalicylate,,
DB14009,Medical Cannabis,"['PPARG', 'TRPV1', 'CACNA1H', 'TRPM8', 'TRPV2', 'TRPV4', 'VDAC1', 'NAPEPLD', 'SOD1', 'FAAH', 'CAT', 'SMPD1', 'GSR', 'HMGCR', 'PTGS2', 'CYP17A1', 'ACAT1']",17,medicalcannabis,,
DB14011,Nabiximols,"['PPARG', 'TRPV1', 'CACNA1H', 'TRPM8', 'TRPV2', 'TRPV4', 'VDAC1', 'PTGS2', 'ACAT1', 'CYP17A1', 'HMGCR', 'GSR', 'CYP1B1', 'CYP3A5', 'CYP2D6', 'CYP1A2', 'CYP1A1', 'CYP3A7', 'CAT', 'FAAH', 'SOD1']",21,nabiximols,,
DB14059,SC-236,"['PTGS2', 'PTGS2', 'NFKB2']",3,sc236,,
DB14128,Nadide,"['GAA', 'GANAB', 'GANC', 'BLVRA', 'ALDH2', 'HMGCR', 'GSR', 'IMPDH2']",8,nadide,,
DB14185,Aripiprazole lauroxil,"['ADRA1A', 'ADRA1B', 'ADRA2B']",3,aripiprazolelauroxil,,
DB14481,Calcium phosphate dihydrate,"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",16,calciumphosphatedihydrate,,
DB14487,Zinc acetate,"['MGMT', 'ALDOA', 'EEF1A1', 'ENO1', 'NME1', 'P4HB', 'PDIA3', 'PRDX1', 'PSPH', 'TPI1', 'TUFM', 'ESR1', 'CCS', 'HDAC1', 'HDAC4', 'SOD1', 'HDAC8', 'SIVA1', 'MDM2', 'UTRN', 'ASPA', 'S100A8', 'S100A9', 'MMP9', 'TP53', 'PDCD6', 'A1BG', 'A2M', 'AGT', 'AHSG', 'APCS', 'APOA1', 'APOA2', 'APOA4', 'APOBR', 'APOE', 'APOL1', 'C1QB', 'C1QC', 'C1R', 'C1S', 'C3', 'C4B', 'C4BPA', 'C4BPB', 'C5', 'BRCC3', 'C8A', 'C8B', 'C8G', 'CFB', 'CFH', 'CFI', 'CLU', 'CP', 'DSP', 'F12', 'F13B', 'F2', 'FCN3', 'FGA', 'FN1', 'GSN', 'HBA1', 'HBB', 'HPR', 'IGFALS', 'ITIH1', 'ITIH2', 'ITIH3', 'ITIH4', 'JCHAIN', 'JUP', 'KLKB1', 'KNG1', 'KRT1', 'KRT10', 'KRT5', 'KRT6A', 'ORM2', 'PON1', 'SELENOP', 'SERPINA1', 'SERPINA3', 'SERPINA6', 'SERPIND1', 'SHBG', 'TF', 'TTR', 'VTN', 'APLP2', 'APP', 'PARP1']",93,zincacetate,,
DB14488,Ferrous gluconate,"['TFRC', 'EGLN1', 'HDAC8', 'HBA1', 'FXN', 'FTH1', 'FEN1', 'NEIL1', 'NEIL2', 'POLB', 'CP', 'TF']",12,ferrousgluconate,,
DB14489,Ferrous succinate,"['TFRC', 'EGLN1', 'HDAC8', 'HBA1', 'FXN', 'FTH1', 'FEN1', 'NEIL1', 'NEIL2', 'POLB', 'CP', 'TF']",12,ferroussuccinate,,
DB14490,Ferrous ascorbate,"['TFRC', 'EGLN1', 'HDAC8', 'HBA1', 'FXN', 'FTH1', 'FEN1', 'NEIL1', 'NEIL2', 'POLB', 'CP', 'TF']",12,ferrousascorbate,,
DB14491,Ferrous fumarate,"['TFRC', 'EGLN1', 'HDAC8', 'HBA1', 'FXN', 'FTH1', 'FEN1', 'NEIL1', 'NEIL2', 'POLB', 'CP', 'TF']",12,ferrousfumarate,,
DB14501,Ferrous glycine sulfate,"['TFRC', 'EGLN1', 'HDAC8', 'HBA1', 'FXN', 'FTH1', 'FEN1', 'NEIL1', 'NEIL2', 'POLB', 'CP', 'TF']",12,ferrousglycinesulfate,,
DB14507,Lithium citrate,"['IMPA2', 'IMPA1', 'GSK3B']",3,lithiumcitrate,,
DB14508,Lithium succinate,"['IMPA2', 'IMPA1', 'GSK3B']",3,lithiumsuccinate,,
DB14509,Lithium carbonate,"['IMPA2', 'IMPA1', 'GSK3B']",3,lithiumcarbonate,,
DB14511,Acetate,"['CALM1', 'SOD1', 'ABAT', 'PTPN1', 'HPD', 'NOS3', 'TXN', 'CA2', 'LTA4H', 'CALM2', 'CALM3', 'AKR1C3']",12,acetate,,
DB14517,Aluminium phosphate,"['TF', 'ATP1A1', 'APP']",3,aluminiumphosphate,,
DB14518,Aluminum acetate,"['TF', 'ATP1A1', 'APP']",3,aluminumacetate,,
