drugbank_id,drug_name,dilirank_name,n_targets,dilirank,is_dili,Z,I_T,mu_T,pool_size,smiles,targets,target_list,logp,mw,hbd,hba,tpsa,rotatable,k,n_dili_hits,n_cyp_hits,n_tf_hits,n_transporter_hits,n_network_hits,network_fraction,dili_fraction,has_network_targets,has_transporter_targets,high_logp,ecnp_z,ecnp_eligible,y_pred_full,n_alerts,alert_names,y_pred_updated,y_pred_ecfp,y_pred_combined,drug_name_lower,livertox_cat,livertox_dili,has_livertox,consensus,final_label,y_pred,pred_binary,correct,fn,fp
DB00396,Progesterone,Progesterone,7,vLess-DILI-concern,1,1.729143932460186,0.4326488763152298,0.2941947291389968,826,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,"['NR3C2', 'ESR1', 'CYP17A1', 'ORM1', 'NR3C1', 'AR', 'SHBG']","['NR3C2', 'ESR1', 'CYP17A1', 'ORM1', 'NR3C1', 'AR', 'SHBG']",4.723500000000005,314.4690000000001,0.0,2.0,34.14,1.0,7,0,0,0,0,0,0.0,0.0,0,0,1,1.729143932460186,0,0.39124444,1,michael_acceptor,0.57216275,0.6559354631010536,0.7234321863772721,progesterone,,,False,,1,0.8909546428397368,1,True,False,False
DB00398,Sorafenib,Regorafenib,8,vMost-DILI-concern,1,0.6095362294093732,0.3193662408931959,0.2557135296722532,628,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,"['BRAF', 'EGFR', 'RAF1', 'FLT4', 'KDR', 'FLT1', 'PDGFRB', 'FGFR1']","['BRAF', 'EGFR', 'RAF1', 'FLT4', 'KDR', 'FLT1', 'PDGFRB', 'FGFR1']",5.688800000000001,482.8210000000001,3.0,4.0,92.35,5.0,8,1,0,0,0,1,0.125,0.125,1,0,1,0.6095362294093732,1,0.998917,5,"aminophenol,aniline,halogenated_aromatic,chlorinated_aromatic",0.998887,0.8550426035778953,0.9028791828303254,sorafenib,B,1.0,True,True,1,0.909144435332287,1,True,False,False
DB00408,Loxapine,Clozapine,3,vMost-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,"['ADRA1A', 'ADRA1B', 'ADRA2B']","['ADRA1A', 'ADRA1B', 'ADRA2B']",3.7227000000000015,326.8310000000001,1.0,4.0,30.87,0.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.92578703,4,"aniline,chlorinated_aromatic",0.95195335,0.9294869226192104,0.8921398722689473,loxapine,,,False,,1,0.9114564500300496,1,True,False,False
DB00412,Rosiglitazone,Rosiglitazone maleate,6,vLess-DILI-concern,1,0.6412102694473067,0.3734096555525367,0.2979720369473208,756,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,"['PPARG', 'ACSL4', 'PPARA', 'PPARD', 'RXRA', 'RXRB']","['PPARG', 'ACSL4', 'PPARA', 'PPARD', 'RXRA', 'RXRB']",2.2027,473.5070000000001,3.0,8.0,146.13,9.0,6,1,0,2,0,2,0.3333333333333333,0.1666666666666666,1,0,0,0.6412102694473067,1,0.8980136,4,"carboxylic_acid,michael_acceptor",0.85308695,0.7205710737270716,0.7833983212993526,rosiglitazone,,,False,,1,0.813750198363835,1,True,False,False
DB00421,Spironolactone,Spironolactone,5,vLess-DILI-concern,1,1.5604968919779756,0.2861370775919089,0.1363380404744565,518,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,"['NR3C2', 'NR3C1', 'AR', 'ESR1', 'NR1I2']","['NR3C2', 'NR3C1', 'AR', 'ESR1', 'NR1I2']",4.852300000000005,416.5830000000003,0.0,5.0,60.44,1.0,5,1,0,1,0,1,0.2,0.2,1,0,1,1.5604968919779756,1,0.9919607,2,"carboxylic_acid,michael_acceptor",0.9952767,0.7680570506524392,0.8602354639649415,spironolactone,,,False,,1,0.8086950881214509,1,True,False,False
DB00441,Gemcitabine,Gemcitabine hydrochloride,3,vMost-DILI-concern,1,0.0070758181597418,0.045890017374223,0.0450463434286305,389,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl,"['RRM1', 'TYMS', 'CMPK1']","['RRM1', 'TYMS', 'CMPK1']",-0.8668000000000002,299.661,3.0,7.0,110.6,2.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0070758181597418,0,0.98715186,0,,0.98644304,0.8279917035837515,0.8124494745304028,gemcitabine,,,False,,1,0.8565866944476932,1,True,False,False
DB00457,Prazosin,Terazosin hydrochloride,4,vNo-DILI-concern,0,-0.0047320438086382,0.0533558614397954,0.0540234246182291,244,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRA1A']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRA1A']",-0.1707999999999999,459.9310000000002,1.0,8.0,166.04000000000002,4.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.0047320438086382,0,0.04992773,2,"catechol,lipophilic_amine",0.012403278,0.4437156647256173,0.4103702963279571,prazosin,,,False,,0,0.3894577481104703,0,True,False,False
DB00458,Imipramine,Imipramine hydrochloride,4,vLess-DILI-concern,1,0.4850833558936469,0.1479379112518586,0.1083546594176449,510,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,"['ADRA1A', 'KCND3', 'ADRA1B', 'ORM2']","['ADRA1A', 'KCND3', 'ADRA1B', 'ORM2']",4.296800000000005,316.87600000000003,0.0,2.0,6.48,4.0,4,0,0,0,0,0,0.0,0.0,0,0,1,0.4850833558936469,0,0.64570934,2,aniline,0.6425511,0.8637230102764142,0.8895423410252699,imipramine,,,False,,1,0.9227992101520693,1,True,False,False
DB00459,Acitretin,Acitretin,7,vMost-DILI-concern,1,1.1335697872883714,0.5155347073445242,0.4067577212274126,829,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,"['RXRA', 'STAT3', 'RARA', 'RARB', 'RARG', 'RXRB', 'RBP1']","['RXRA', 'STAT3', 'RARA', 'RARB', 'RARG', 'RXRB', 'RBP1']",5.167060000000005,326.4360000000001,1.0,2.0,46.53,6.0,7,1,0,1,0,2,0.2857142857142857,0.1428571428571428,1,0,1,1.1335697872883714,1,0.9027545,2,"carboxylic_acid,michael_acceptor",0.9688889,0.816972154310977,0.9255785421380668,acitretin,,,False,,1,0.8728299456636798,1,True,False,False
DB00477,Chlorpromazine,Chlorpromazine hydrochloride,6,vLess-DILI-concern,1,0.3464995658457598,0.1595490475183849,0.1274981722261469,679,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,"['ADRA1A', 'ADRA1B', 'ADRA1A', 'SMPD1', 'ORM1', 'CALM1']","['ADRA1A', 'ADRA1B', 'ADRA1A', 'SMPD1', 'ORM1', 'CALM1']",5.316200000000004,355.334,0.0,3.0,6.48,4.0,6,0,0,0,0,0,0.0,0.0,0,0,1,0.3464995658457598,0,0.121548295,3,"aniline,chlorinated_aromatic",0.22360687,0.8583542996231388,0.87867607204788,chlorpromazine,A,1.0,True,True,1,0.8830805745554126,1,True,False,False
DB00480,Lenalidomide,Lenalidomide,3,vLess-DILI-concern,1,1.925502464328565,0.2772135461111117,0.1294591980794733,467,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,"['CRBN', 'CDH5', 'PTGS2']","['CRBN', 'CDH5', 'PTGS2']",0.0297999999999994,259.265,2.0,4.0,92.5,1.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,1.925502464328565,1,0.9981887,4,"aniline,lipophilic_amine",0.99269134,0.8007720401104479,0.896113118199746,lenalidomide,,,False,,1,0.8204438246169999,1,True,False,False
DB00482,Celecoxib,Celecoxib,5,vLess-DILI-concern,1,1.924041418404765,0.2843974984912348,0.1166394837353465,708,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,"['PTGS2', 'STAT3', 'NEU1', 'CA2', 'PDPK1']","['PTGS2', 'STAT3', 'NEU1', 'CA2', 'PDPK1']",3.513920000000001,381.3790000000001,1.0,4.0,77.98,3.0,5,1,0,0,0,1,0.2,0.2,1,0,1,1.924041418404765,1,0.9089603,0,,0.8841195,0.7281673527250754,0.8458768790004703,celecoxib,,,False,,1,0.8753133505789978,1,True,False,False
DB00491,Miglitol,Miglitol,3,vNo-DILI-concern,0,0.0578427534876657,0.0517557648342806,0.0467757287470387,276,C1C(C(C(C(N1CCO)CO)O)O)O,"['GAA', 'GANAB', 'GANC']","['GAA', 'GANAB', 'GANC']",-3.2620999999999976,207.226,5.0,6.0,104.39,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0578427534876657,0,0.08116513,2,lipophilic_amine,0.07436665,0.6581050210505107,0.5234284892142935,miglitol,,,False,,0,0.511911768167227,1,False,False,True
DB00515,Cisplatin,Cisplatin,3,vLess-DILI-concern,1,4.639880633260589,0.5420617565380372,0.246030140071263,326,N.N.Cl[Pt]Cl,"['A2M', 'TF', 'ATOX1']","['A2M', 'TF', 'ATOX1']",1.7004999999999997,300.04600000000005,2.0,2.0,70.0,0.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,4.639880633260589,1,0.95105904,0,,0.9640084,0.6988482193817284,0.7787481015279654,cisplatin,,,False,,1,0.7298439398015779,1,True,False,False
DB00523,Alitretinoin,Tretinoin,6,vLess-DILI-concern,1,-0.2375909578048029,0.3121047962705331,0.3378956912411568,752,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,"['RARA', 'RXRA', 'RARB', 'RXRB', 'RARG', 'IGFBP3']","['RARA', 'RXRA', 'RARB', 'RXRB', 'RARG', 'IGFBP3']",5.602600000000005,300.44200000000006,1.0,1.0,37.3,5.0,6,0,0,1,0,1,0.1666666666666666,0.0,1,0,1,-0.2375909578048029,1,0.9866563,2,"carboxylic_acid,michael_acceptor",0.97977716,0.8322960871853935,0.848551913471106,alitretinoin,,,False,,1,0.8314075335541581,1,True,False,False
DB00540,Nortriptyline,Nortriptyline hydrochloride,3,vMost-DILI-concern,1,-0.0105804120872942,0.0389356412542746,0.0398853104332529,247,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,"['ADRA1A', 'ADRA1B', 'PGRMC1']","['ADRA1A', 'ADRA1B', 'PGRMC1']",4.248200000000004,299.845,1.0,1.0,12.03,3.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.0105804120872942,0,0.98882,0,,0.9784031,0.7320452949450409,0.7305331951773192,nortriptyline,,,False,,1,0.6870766454144411,1,True,False,False
DB00545,Pyridostigmine,Pyridostigmine bromide,3,vLess-DILI-concern,1,0.7873385113908598,0.241766840100448,0.1498608456522677,518,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],"['F10', 'BCHE', 'ACHE']","['F10', 'BCHE', 'ACHE']",-2.424499999999997,261.119,0.0,2.0,33.42,1.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.7873385113908598,0,0.05761479,1,carboxylic_acid,0.09203113,0.8589763892339591,0.6982787460983922,pyridostigmine,,,False,,1,0.7275995475120177,1,True,False,False
DB00563,Methotrexate,Methotrexate sodium,4,vMost-DILI-concern,1,-0.0373933026584883,0.0706973667633139,0.0754658052658027,500,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],"['TYMS', 'SLC19A1', 'ATIC', 'DHFR']","['TYMS', 'SLC19A1', 'ATIC', 'DHFR']",-8.393000000000011,498.4110000000003,3.0,12.0,216.2,9.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.0373933026584883,0,0.006823635,4,"aniline,carboxylic_acid,lipophilic_amine",0.0032889957,0.3839259588359482,0.3838930663776525,methotrexate,A,1.0,True,True,1,0.26970005099186173,0,False,True,False
DB00570,Vinblastine,Vinblastine sulfate,5,vLess-DILI-concern,1,0.1908604542089794,0.0503963955896369,0.0288256371273492,425,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,"['TUBB2A', 'TUBA1A', 'TUBB', 'TUBG1', 'JUN']","['TUBB2A', 'TUBA1A', 'TUBB', 'TUBG1', 'JUN']",3.3381000000000047,909.0680000000004,5.0,14.0,228.7,7.0,5,0,0,0,0,0,0.0,0.0,0,0,1,0.1908604542089794,0,0.7844512,16,"aniline,carboxylic_acid,lipophilic_amine",0.79197335,0.5126462539449526,0.5755601168124891,vinblastine,,,False,,1,0.4543029847712742,0,False,True,False
DB00573,Fenoprofen,Benoxaprofen,3,vMost-DILI-concern,1,3.3439743765072203,0.4480604774815833,0.2406755531649334,180,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,"['PTGS2', 'PPARA', 'PPARG']","['PTGS2', 'PPARA', 'PPARG']",4.336300000000002,301.72900000000004,1.0,3.0,63.33,3.0,3,2,0,1,0,2,0.6666666666666666,0.6666666666666666,1,0,1,3.3439743765072203,1,0.99721587,2,"carboxylic_acid,chlorinated_aromatic",0.99387264,0.7840302248310035,0.804996444726181,fenoprofen,,,False,,1,0.6758692646378134,1,True,False,False
DB00575,Clonidine,Ticlopidine hydrochloride,4,vMost-DILI-concern,1,-0.2311989053989453,0.0641195034140008,0.0879368672991961,444,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,"['AOC3', 'ADRA2B', 'ADRA1A', 'ADRA1B']","['AOC3', 'ADRA2B', 'ADRA1A', 'ADRA1B']",4.381600000000003,300.254,0.0,2.0,3.24,2.0,4,0,0,0,0,0,0.0,0.0,0,0,1,-0.2311989053989453,0,0.9606493,2,"thiophene,chlorinated_aromatic",0.9622918,0.8032292589309096,0.7857569265983654,clonidine,,,False,,1,0.7777150177580283,1,True,False,False
DB00583,Levocarnitine,Levocarnitine,8,vNo-DILI-concern,0,0.2177866967796918,0.2783790215136005,0.2558586823692131,1312,C[N+](C)(C)CC(CC(=O)[O-])O,"['CPT1B', 'XDH', 'CES1', 'CPT1A', 'CRAT', 'SLC25A29', 'SLC25A20', 'CPT2']","['CPT1B', 'XDH', 'CES1', 'CPT1A', 'CRAT', 'SLC25A29', 'SLC25A20', 'CPT2']",-1.8064999999999976,161.201,1.0,3.0,60.36,4.0,8,0,0,0,0,0,0.0,0.0,0,0,0,0.2177866967796918,0,0.20456846,2,"carboxylic_acid,lipophilic_amine",0.18625517,0.5188359411282552,0.4381365378406831,levocarnitine,,,False,,0,0.3640311674668236,0,True,False,False
DB00594,Amiloride,Amiloride hydrochloride,4,vLess-DILI-concern,1,0.5455981697279269,0.1517385489530541,0.1136654076721649,689,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl,"['SCNN1A', 'AOC1', 'SLC9A1', 'PLAU']","['SCNN1A', 'AOC1', 'SLC9A1', 'PLAU']",-2.5196,302.122,4.0,5.0,222.29,1.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.5455981697279269,0,0.95433605,0,,0.9905689,0.6444759717464155,0.5319864222874399,amiloride,,,False,,1,0.42261182861608526,0,False,True,False
DB00605,Sulindac,Sulindac,5,vMost-DILI-concern,1,1.0792357146376266,0.3257253895842966,0.2460201712398242,530,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,"['PTGS2', 'AKR1B1', 'MAPK3', 'PPARD', 'AKR1B10']","['PTGS2', 'AKR1B1', 'MAPK3', 'PPARD', 'AKR1B10']",4.365500000000003,356.41800000000006,1.0,2.0,54.370000000000005,4.0,5,1,0,0,0,1,0.2,0.2,1,0,1,1.0792357146376266,1,0.92058206,2,"carboxylic_acid,halogenated_aromatic",0.9783115,0.7542098170193409,0.7434336423342991,sulindac,A,1.0,True,True,1,0.7746026898887668,1,True,False,False
DB00624,Testosterone,Methyltestosterone,3,vLess-DILI-concern,1,-0.2055457138428778,0.0618812836860937,0.0837462313322397,382,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,"['AR', 'ESR1', 'NR3C2']","['AR', 'ESR1', 'NR3C2']",4.269300000000004,302.458,1.0,2.0,37.3,0.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.2055457138428778,0,0.9678631,1,michael_acceptor,0.9707003,0.7667984054796417,0.7872933804177593,testosterone,,,False,,1,0.7995815962320179,1,True,False,False
DB00627,Niacin,Niacin,3,vMost-DILI-concern,1,1.2570422170208162,0.2362370190847678,0.1290974433653974,442,C1=CC(=CN=C1)C(=O)O,"['DGAT2', 'QPRT', 'NNMT']","['DGAT2', 'QPRT', 'NNMT']",0.7797999999999998,123.11099999999996,1.0,2.0,50.19,1.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,1.2570422170208162,1,0.9915861,1,carboxylic_acid,0.993008,0.8530272390780511,0.7795623849872593,niacin,B,1.0,True,True,1,0.867071867546378,1,True,False,False
DB00630,Alendronic acid,Zoledronic acid,3,vLess-DILI-concern,1,0.0260104367507558,0.0233133941217314,0.0213516967229778,335,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,"['FDPS', 'PTPRS', 'ATP6V1A']","['FDPS', 'PTPRS', 'ATP6V1A']",-1.1154000000000002,272.09,5.0,5.0,153.11,4.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0260104367507558,0,0.63142145,0,,0.72966766,0.8521421814417733,0.8552326152893397,alendronic acid,,,False,,1,0.7797915592349527,1,True,False,False
DB00641,Simvastatin,Simvastatin,3,vLess-DILI-concern,1,-0.081322247179862,0.0360992402362532,0.0432647848163283,220,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,"['HMGCR', 'ITGAL', 'HDAC2']","['HMGCR', 'ITGAL', 'HDAC2']",4.585600000000006,418.5740000000003,1.0,5.0,72.83000000000001,6.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.081322247179862,0,0.9557816,2,carboxylic_acid,0.95441777,0.7719278305384368,0.7518887106524459,simvastatin,B,1.0,True,True,1,0.8260992745725366,1,True,False,False
DB00648,Mitotane,Mitotane,3,vNo-DILI-concern,0,0.0353506242644736,0.0494762988334221,0.0464834184720428,364,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,"['ESR1', 'AR', 'FDX1']","['ESR1', 'AR', 'FDX1']",5.929000000000001,320.04599999999994,0.0,0.0,0.0,3.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.0353506242644736,0,0.7156712,2,chlorinated_aromatic,0.7191793,0.8267663152553985,0.8300649311737542,mitotane,,,False,,0,0.7836011791381503,1,False,False,True
DB00651,Dyphylline,Dyphylline,4,vNo-DILI-concern,0,0.0094427248632626,0.0614775739929954,0.060201337958983,604,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,"['PDE4B', 'NT5E', 'PDE4A', 'ADORA2A']","['PDE4B', 'NT5E', 'PDE4A', 'ADORA2A']",-2.2130999999999985,254.246,2.0,8.0,102.28,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0094427248632626,0,0.3398553,0,,0.46752653,0.5731746249015306,0.4884575619558343,dyphylline,,,False,,0,0.48934562037958307,0,True,False,False
DB00661,Verapamil,Verapamil hydrochloride,4,vLess-DILI-concern,1,1.748022730414196,0.2522517727051978,0.1019269300366184,470,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,"['CACNA1H', 'ADRA1A', 'ADRA1B', 'ABCB1']","['CACNA1H', 'ADRA1A', 'ADRA1B', 'ABCB1']",5.514880000000007,491.0720000000003,0.0,6.0,63.95,13.0,4,1,0,0,1,1,0.25,0.25,1,1,1,1.748022730414196,1,0.9989623,3,"catechol,lipophilic_amine",0.99920756,0.6270185833516999,0.7909963911286472,verapamil,,,False,,1,0.7345250464142065,1,True,False,False
DB00668,Epinephrine,Epinephrine,4,vNo-DILI-concern,0,0.0242045082210712,0.0499660371507879,0.0469128142156312,470,CNCC(C1=CC(=C(C=C1)O)O)O,"['ADRA1A', 'ADRA1B', 'ADRB2', 'ADRA2B']","['ADRA1A', 'ADRA1B', 'ADRB2', 'ADRA2B']",0.3505999999999998,183.207,4.0,4.0,72.72,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0242045082210712,0,0.023750061,1,catechol,0.02190959,0.2568802210934775,0.2240564041058623,epinephrine,,,False,,0,0.28159157149748465,0,True,False,False
DB00675,Tamoxifen,Tamoxifen citrate,7,vMost-DILI-concern,1,3.852493145304476,0.4742084242571975,0.1850852867372652,534,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"['ESR1', 'PRKCA', 'SHBG', 'EBP', 'AR', 'NR1I2', 'MAPK8']","['ESR1', 'PRKCA', 'SHBG', 'EBP', 'AR', 'NR1I2', 'MAPK8']",4.747600000000004,563.6470000000004,4.0,6.0,144.60000000000002,13.0,7,1,0,1,0,1,0.1428571428571428,0.1428571428571428,1,0,1,3.852493145304476,1,0.98409975,3,carboxylic_acid,0.99277025,0.7442619181264668,0.7215148006929266,tamoxifen,B,1.0,True,True,1,0.8504231649084255,1,True,False,False
DB00687,Fludrocortisone,Fludrocortisone acetate,3,vNo-DILI-concern,0,-0.1539015617186342,0.057999179535374,0.0756198476020153,492,CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O,"['AR', 'NR3C2', 'NR3C1']","['AR', 'NR3C2', 'NR3C1']",2.444500000000001,422.49300000000017,2.0,6.0,100.9,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.1539015617186342,0,0.2313112,2,"carboxylic_acid,michael_acceptor",0.3554757,0.3940479356510699,0.3284518990282692,fludrocortisone,,,False,,0,0.34557379163791,0,True,False,False
DB00688,Mycophenolate mofetil,Mycophenolate mofetil,3,vLess-DILI-concern,1,-0.2151353523519628,0.0507142728919755,0.072562197922717,489,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,"['IMPDH1', 'IMPDH2', 'PTS']","['IMPDH1', 'IMPDH2', 'PTS']",2.5240200000000006,433.5010000000003,1.0,8.0,94.53,9.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2151353523519628,0,0.52891946,2,carboxylic_acid,0.32794735,0.7328744865146871,0.7640452422272332,mycophenolate mofetil,,,False,,1,0.6181548007563786,1,True,False,False
DB00720,Clodronic acid,Zoledronic acid,3,vLess-DILI-concern,1,-0.128010351364709,0.0498777809260757,0.0659902461297449,428,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,"['SLC25A4', 'SLC25A5', 'SLC25A6']","['SLC25A4', 'SLC25A5', 'SLC25A6']",-1.1154000000000002,272.09,5.0,5.0,153.11,4.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.128010351364709,0,0.92555493,0,,0.96266204,0.8843498141024648,0.8755323753162676,clodronic acid,,,False,,1,0.7697915592349527,1,True,False,False
DB00721,Procaine,Procainamide hydrochloride,5,vLess-DILI-concern,1,-0.3432736071758276,0.0857642357356951,0.1128942684124561,560,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,"['KCNMA1', 'ASPG', 'MAOA', 'DNMT1', 'DNMT3A']","['KCNMA1', 'ASPG', 'MAOA', 'DNMT1', 'DNMT3A']",1.7622,271.792,2.0,3.0,58.36,6.0,5,0,0,0,0,0,0.0,0.0,0,0,0,-0.3432736071758276,0,0.31404164,1,aniline,0.2600015,0.7807096456915166,0.7028863342964828,procaine,,,False,,1,0.7861629567206591,1,True,False,False
DB00726,Trimipramine,Imipramine hydrochloride,3,vLess-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B']","['ADRA1A', 'ADRA1B', 'ADRA2B']",4.296800000000005,316.87600000000003,0.0,2.0,6.48,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.9327162,2,aniline,0.94097936,0.8622328761501674,0.8506558459748267,trimipramine,,,False,,1,0.8368041091555543,1,True,False,False
DB00734,Risperidone,Risperidone,3,vLess-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"['ADRA1B', 'ADRA2B', 'ADRA1A']","['ADRA1B', 'ADRA2B', 'ADRA1A']",3.5904200000000026,410.49300000000017,0.0,6.0,64.16,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.99751675,3,"halogenated_aromatic,lipophilic_amine",0.9952844,0.8985824537484453,0.9265468709547652,risperidone,C,1.0,True,True,1,0.922171963076981,1,True,False,False
DB00755,Tretinoin,Tretinoin,9,vLess-DILI-concern,1,2.116634033129559,0.6337625889651657,0.4656812392644238,988,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,"['RARA', 'RARB', 'RARG', 'RXRB', 'RXRA', 'ALDH1A1', 'ALDH1A2', 'RBP4', 'PDK4']","['RARA', 'RARB', 'RARG', 'RXRB', 'RXRA', 'ALDH1A1', 'ALDH1A2', 'RBP4', 'PDK4']",5.602600000000005,300.44200000000006,1.0,1.0,37.3,5.0,9,0,0,1,0,1,0.1111111111111111,0.0,1,0,1,2.116634033129559,1,0.9097128,2,"carboxylic_acid,michael_acceptor",0.9242701,0.8054122178737309,0.8615749841455776,tretinoin,,,False,,1,0.8410898414828852,1,True,False,False
DB00774,Hydroflumethiazide,Bendroflumethiazide,3,vLess-DILI-concern,1,0.0102552818293083,0.0261132385599323,0.0247248786020651,487,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,"['ATP1A1', 'KCNMA1', 'CA2']","['ATP1A1', 'KCNMA1', 'CA2']",1.6253999999999995,421.4220000000001,3.0,5.0,118.36,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0102552818293083,0,0.8677002,1,aniline,0.3988706,0.7068833101137393,0.6814799876528937,hydroflumethiazide,,,False,,1,0.8183199314303855,1,True,False,False
DB00780,Phenelzine,Phenelzine sulfate,6,vLess-DILI-concern,1,0.383922013928977,0.3597906289005848,0.3207159610633672,659,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,"['MAOA', 'MAOB', 'AOC3', 'ABAT', 'GPT', 'GPT2']","['MAOA', 'MAOB', 'AOC3', 'ABAT', 'GPT', 'GPT2']",0.0396000000000001,234.277,4.0,4.0,112.65,3.0,6,1,0,0,0,1,0.1666666666666666,0.1666666666666666,1,0,0,0.383922013928977,1,0.64248985,1,hydrazine,0.48699152,0.8297390573785697,0.7698491530090902,phenelzine,,,False,,1,0.7850748363191424,1,True,False,False
