test_compound,reference_drug,reference_ltkbid,reference_dilirank,reference_category,tanimoto_similarity
Hyperforin,Maraviroc,LT00640,vMost-DILI-concern,DILI_positive,0.14130434782608695
Hyperforin,Mebanazine,LT01508,vMost-DILI-concern,DILI_positive,0.08620689655172414
Hyperforin,Mebendazole,LT00308,vLess-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Mefenamic acid,LT00116,vMost-DILI-concern,DILI_positive,0.07352941176470588
Hyperforin,Mefloquine hydrochloride,LT01514,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Meloxicam,LT00117,vLess-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Melphalan,LT01517,vLess-DILI-concern,DILI_positive,0.10144927536231885
Hyperforin,Memantine hydrochloride,LT01908,vLess-DILI-concern,DILI_positive,0.06666666666666667
Hyperforin,Mepazine,LT02110,vMost-DILI-concern,DILI_positive,0.0821917808219178
Hyperforin,Mepivacaine hydrochloride,LT00822,vLess-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Mercaptopurine,LT00003,vMost-DILI-concern,DILI_positive,0.03225806451612903
Hyperforin,Meropenem,LT01525,vLess-DILI-concern,DILI_positive,0.11764705882352941
Hyperforin,Mesalamine,LT00414,vLess-DILI-concern,DILI_positive,0.08196721311475409
Hyperforin,Metaxalone,LT00841,vLess-DILI-concern,DILI_positive,0.1
Hyperforin,Metformin hydrochloride,LT00119,vLess-DILI-concern,DILI_positive,0.03333333333333333
Hyperforin,Methazolamide,LT01532,vLess-DILI-concern,DILI_positive,0.10294117647058823
Hyperforin,Methimazole,LT00580,vMost-DILI-concern,DILI_positive,0.03333333333333333
Hyperforin,Methotrexate sodium,LT00026,vMost-DILI-concern,DILI_positive,0.09473684210526316
Hyperforin,Methoxsalen,LT01537,vLess-DILI-concern,DILI_positive,0.056338028169014086
Hyperforin,Methyldopa,LT00121,vMost-DILI-concern,DILI_positive,0.10606060606060606
Hyperforin,Methylphenidate hydrochloride,LT01545,vLess-DILI-concern,DILI_positive,0.125
Hyperforin,Methylprednisolone,LT00478,vLess-DILI-concern,DILI_positive,0.1411764705882353
Hyperforin,Methyltestosterone,LT00222,vLess-DILI-concern,DILI_positive,0.1388888888888889
Hyperforin,Metoclopramide hydrochloride,LT01549,vLess-DILI-concern,DILI_positive,0.07407407407407407
Hyperforin,Metoprolol tartrate,LT00309,vLess-DILI-concern,DILI_positive,0.10126582278481013
Hyperforin,Metronidazole,LT00584,vLess-DILI-concern,DILI_positive,0.07246376811594203
Hyperforin,Mexiletine hydrochloride,LT01553,vMost-DILI-concern,DILI_positive,0.078125
Hyperforin,Micafungin sodium,LT01187,vMost-DILI-concern,DILI_positive,0.09271523178807947
Hyperforin,Mifepristone,LT00184,vLess-DILI-concern,DILI_positive,0.09574468085106383
Hyperforin,Milnacipran hydrochloride,LT01263,vMost-DILI-concern,DILI_positive,0.14285714285714285
Hyperforin,Minocycline hydrochloride,LT00416,vMost-DILI-concern,DILI_positive,0.13333333333333333
Hyperforin,Mirtazapine,LT01560,vLess-DILI-concern,DILI_positive,0.05128205128205128
Hyperforin,Mitomycin,LT00588,vLess-DILI-concern,DILI_positive,0.13253012048192772
Hyperforin,Mitoxantrone hydrochloride,LT01565,vLess-DILI-concern,DILI_positive,0.08571428571428572
Hyperforin,Modafinil,LT00589,vLess-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Montelukast sodium,LT02007,vLess-DILI-concern,DILI_positive,0.102803738317757
Hyperforin,Moxifloxacin hydrochloride,LT02008,vLess-DILI-concern,DILI_positive,0.10526315789473684
Hyperforin,Moxisylyte,LT01574,vMost-DILI-concern,DILI_positive,0.1232876712328767
Hyperforin,Mycophenolate mofetil,LT01288,vLess-DILI-concern,DILI_positive,0.13043478260869565
Hyperforin,Nafcillin sodium,LT01583,vLess-DILI-concern,DILI_positive,0.09782608695652174
Hyperforin,Nandrolone phenpropionate,LT02121,vMost-DILI-concern,DILI_positive,0.13636363636363635
Hyperforin,Naproxen,LT00593,vLess-DILI-concern,DILI_positive,0.12307692307692308
Hyperforin,Nefazodone hydrochloride,LT00124,vMost-DILI-concern,DILI_positive,0.0625
Hyperforin,Nelarabine,LT01233,vLess-DILI-concern,DILI_positive,0.07228915662650602
Hyperforin,Nelfinavir mesylate,LT01012,vLess-DILI-concern,DILI_positive,0.10377358490566038
Hyperforin,Nevirapine,LT00260,vMost-DILI-concern,DILI_positive,0.10526315789473684
Hyperforin,Niacin,LT00312,vMost-DILI-concern,DILI_positive,0.06557377049180328
Hyperforin,Nialamide,LT01594,vMost-DILI-concern,DILI_positive,0.07894736842105263
Hyperforin,Nifedipine,LT00313,vLess-DILI-concern,DILI_positive,0.0945945945945946
Hyperforin,Nilotinib hydrochloride,LT00607,vMost-DILI-concern,DILI_positive,0.05504587155963303
Hyperforin,Nilutamide,LT01600,vMost-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Nimesulide,LT00314,vMost-DILI-concern,DILI_positive,0.0379746835443038
Hyperforin,Nintedanib esylate,LT03718,vMost-DILI-concern,DILI_positive,0.08411214953271028
Hyperforin,Niperotidine,LT01602,vMost-DILI-concern,DILI_positive,0.08421052631578947
Hyperforin,Nitrefazole,LT01854,vMost-DILI-concern,DILI_positive,0.041666666666666664
Hyperforin,Nitrofurantoin,LT00125,vMost-DILI-concern,DILI_positive,0.09333333333333334
Hyperforin,Nizatidine,LT00315,vLess-DILI-concern,DILI_positive,0.06896551724137931
Hyperforin,Nomifensine,LT01611,vMost-DILI-concern,DILI_positive,0.0547945205479452
Hyperforin,Norfloxacin,LT01614,vLess-DILI-concern,DILI_positive,0.125
Hyperforin,Nortriptyline hydrochloride,LT01615,vMost-DILI-concern,DILI_positive,0.08823529411764706
Hyperforin,Obeticholic acid,LT03603,vMost-DILI-concern,DILI_positive,0.1625
Hyperforin,Octreotide acetate,LT01618,vLess-DILI-concern,DILI_positive,0.10655737704918032
Hyperforin,Ofloxacin,LT01620,vLess-DILI-concern,DILI_positive,0.10465116279069768
Hyperforin,Olanzapine,LT00259,vLess-DILI-concern,DILI_positive,0.04878048780487805
Hyperforin,Olaparib,LT03722,vLess-DILI-concern,DILI_positive,0.12643678160919541
Hyperforin,Olmesartan medoxomil,LT01102,vLess-DILI-concern,DILI_positive,0.07339449541284404
Hyperforin,Olsalazine sodium,LT00126,vLess-DILI-concern,DILI_positive,0.06153846153846154
Hyperforin,Omeprazole,LT00206,vLess-DILI-concern,DILI_positive,0.05747126436781609
Hyperforin,Ondansetron hydrochloride,LT01619,vLess-DILI-concern,DILI_positive,0.10843373493975904
Hyperforin,Orlistat,LT02216,vMost-DILI-concern,DILI_positive,0.1411764705882353
Hyperforin,Oseltamivir phosphate,LT02210,vLess-DILI-concern,DILI_positive,0.12345679012345678
Hyperforin,Osimertinib mesylate,LT03727,vLess-DILI-concern,DILI_positive,0.08256880733944955
Hyperforin,Oxacillin sodium,LT01624,vLess-DILI-concern,DILI_positive,0.08602150537634409
Hyperforin,Oxaliplatin,LT01181,vMost-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Oxandrolone,LT00845,vMost-DILI-concern,DILI_positive,0.136986301369863
Hyperforin,Oxaprozin,LT00429,vLess-DILI-concern,DILI_positive,0.07042253521126761
Hyperforin,Oxcarbazepine,LT01056,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Oxybutynin chloride,LT02084,vLess-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Oxycodone hydrochloride,LT00979,vLess-DILI-concern,DILI_positive,0.10344827586206896
Hyperforin,Oxymetholone,LT00235,vMost-DILI-concern,DILI_positive,0.16216216216216217
Hyperforin,Oxyphenisatin,LT00690,vMost-DILI-concern,DILI_positive,0.1076923076923077
Hyperforin,Paclitaxel,LT00430,vLess-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Palbociclib,LT03594,vLess-DILI-concern,DILI_positive,0.13978494623655913
Hyperforin,Paliperidone,LT01252,vLess-DILI-concern,DILI_positive,0.10309278350515463
Hyperforin,Pantoprazole sodium,LT00606,vLess-DILI-concern,DILI_positive,0.07777777777777778
Hyperforin,Papaverine hydrochloride,LT01637,vMost-DILI-concern,DILI_positive,0.039473684210526314
Hyperforin,Paroxetine hydrochloride,LT00128,vLess-DILI-concern,DILI_positive,0.07058823529411765
Hyperforin,Pazopanib hydrochloride,LT00672,vMost-DILI-concern,DILI_positive,0.04081632653061224
Hyperforin,Pemoline,LT00246,vMost-DILI-concern,DILI_positive,0.06060606060606061
Hyperforin,Penicillamine,LT00488,vLess-DILI-concern,DILI_positive,0.08771929824561403
Hyperforin,Penicillin g benzathine,LT01646,vLess-DILI-concern,DILI_positive,0.11764705882352941
Hyperforin,Pentamidine isethionate,LT00129,vLess-DILI-concern,DILI_positive,0.05333333333333334
Hyperforin,Pentostatin,LT01651,vMost-DILI-concern,DILI_positive,0.07317073170731707
Hyperforin,Perhexiline,LT00131,vMost-DILI-concern,DILI_positive,0.0967741935483871
Hyperforin,Perphenazine,LT01655,vLess-DILI-concern,DILI_positive,0.04878048780487805
Hyperforin,Pexidartinib hydrochloride,LT03735,vMost-DILI-concern,DILI_positive,0.04395604395604396
Hyperforin,Phenelzine sulfate,LT01657,vLess-DILI-concern,DILI_positive,0.06153846153846154
Hyperforin,Phenobarbital sodium,LT00030,vLess-DILI-concern,DILI_positive,0.08450704225352113
Hyperforin,Phenoxypropazine,LT00703,vMost-DILI-concern,DILI_positive,0.078125
Hyperforin,Phenytoin,LT00032,vMost-DILI-concern,DILI_positive,0.06451612903225806
Hyperforin,Pioglitazone hydrochloride,LT00134,vLess-DILI-concern,DILI_positive,0.0975609756097561
Hyperforin,Pipamazine,LT00697,vMost-DILI-concern,DILI_positive,0.10714285714285714
Hyperforin,Pirfenidone,LT03550,vMost-DILI-concern,DILI_positive,0.0625
Hyperforin,Piroxicam,LT01679,vLess-DILI-concern,DILI_positive,0.075
Hyperforin,Pirprofen,LT01680,vMost-DILI-concern,DILI_positive,0.13043478260869565
Hyperforin,Pomalidomide,LT02883,vMost-DILI-concern,DILI_positive,0.1095890410958904
Hyperforin,Posaconazole,LT01254,vMost-DILI-concern,DILI_positive,0.10619469026548672
Hyperforin,Pralnacasan,LT00698,vMost-DILI-concern,DILI_positive,0.09433962264150944
Hyperforin,Prasugrel hydrochloride,LT00665,vLess-DILI-concern,DILI_positive,0.13793103448275862
Hyperforin,Pravastatin sodium,LT00186,vLess-DILI-concern,DILI_positive,0.11827956989247312
Hyperforin,Prednisolone,LT00612,vLess-DILI-concern,DILI_positive,0.14457831325301204
Hyperforin,Prednisone,LT00180,vLess-DILI-concern,DILI_positive,0.14634146341463414
Hyperforin,Pregabalin,LT01154,vLess-DILI-concern,DILI_positive,0.11864406779661017
Hyperforin,Procainamide hydrochloride,LT01699,vLess-DILI-concern,DILI_positive,0.10144927536231885
Hyperforin,Procarbazine hydrochloride,LT00614,vLess-DILI-concern,DILI_positive,0.13636363636363635
Hyperforin,Prochlorperazine maleate,LT00437,vLess-DILI-concern,DILI_positive,0.09302325581395349
Hyperforin,Progesterone,LT00192,vLess-DILI-concern,DILI_positive,0.16216216216216217
Hyperforin,Promethazine hydrochloride,LT00205,vLess-DILI-concern,DILI_positive,0.07246376811594203
Hyperforin,Propafenone hydrochloride,LT01705,vLess-DILI-concern,DILI_positive,0.08433734939759036
Hyperforin,Propofol,LT01708,vLess-DILI-concern,DILI_positive,0.10909090909090909
Hyperforin,Propoxyphene hydrochloride,LT00083,vLess-DILI-concern,DILI_positive,0.11842105263157894
Hyperforin,Propylthiouracil,LT00136,vMost-DILI-concern,DILI_positive,0.078125
Hyperforin,Pyrazinamide,LT00166,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Pyridostigmine bromide,LT02081,vLess-DILI-concern,DILI_positive,0.07246376811594203
Hyperforin,Pyrimethamine,LT01716,vLess-DILI-concern,DILI_positive,0.04225352112676056
Hyperforin,Quetiapine fumarate,LT00267,vLess-DILI-concern,DILI_positive,0.07777777777777778
Hyperforin,Quinapril hydrochloride,LT01723,vLess-DILI-concern,DILI_positive,0.11494252873563218
Hyperforin,Quinidine gluconate,LT01725,vLess-DILI-concern,DILI_positive,0.12871287128712872
Hyperforin,Quinine sulfate,LT01923,vLess-DILI-concern,DILI_positive,0.10752688172043011
Hyperforin,Rabeprazole sodium,LT00264,vLess-DILI-concern,DILI_positive,0.056179775280898875
Hyperforin,Raloxifene hydrochloride,LT00183,vLess-DILI-concern,DILI_positive,0.07865168539325842
Hyperforin,Raltegravir potassium,LT00642,vMost-DILI-concern,DILI_positive,0.07216494845360824
Hyperforin,Ramipril,LT01726,vLess-DILI-concern,DILI_positive,0.12643678160919541
Hyperforin,Ranitidine hydrochloride,LT00138,vLess-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Regorafenib,LT02433,vMost-DILI-concern,DILI_positive,0.07446808510638298
Hyperforin,Remdesivir,LT03819,vLess-DILI-concern,DILI_positive,0.10714285714285714
Hyperforin,Remifentanil hydrochloride,LT00987,vLess-DILI-concern,DILI_positive,0.10975609756097561
Hyperforin,Repaglinide,LT01002,vLess-DILI-concern,DILI_positive,0.09782608695652174
Hyperforin,Ribavirin,LT01730,vLess-DILI-concern,DILI_positive,0.0945945945945946
Hyperforin,Ribociclib succinate,LT03606,vMost-DILI-concern,DILI_positive,0.12244897959183673
Hyperforin,Rifabutin,LT00139,vLess-DILI-concern,DILI_positive,0.12096774193548387
Hyperforin,Rifampin,LT00034,vMost-DILI-concern,DILI_positive,0.10655737704918032
Hyperforin,Rilpivirine hydrochloride,LT02352,vLess-DILI-concern,DILI_positive,0.045454545454545456
Hyperforin,Riluzole,LT01731,vMost-DILI-concern,DILI_positive,0.013513513513513514
Hyperforin,Risperidone,LT01735,vLess-DILI-concern,DILI_positive,0.08247422680412371
Hyperforin,Ritonavir,LT01737,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Rivaroxaban,LT02390,vLess-DILI-concern,DILI_positive,0.10227272727272728
Hyperforin,Rivastigmine tartrate,LT01016,vLess-DILI-concern,DILI_positive,0.10256410256410256
Hyperforin,Rizatriptan benzoate,LT01026,vLess-DILI-concern,DILI_positive,0.07608695652173914
Hyperforin,Ropinirole hydrochloride,LT00990,vLess-DILI-concern,DILI_positive,0.1095890410958904
Hyperforin,Rosiglitazone maleate,LT00140,vLess-DILI-concern,DILI_positive,0.11235955056179775
Hyperforin,Rosuvastatin calcium,LT01928,vLess-DILI-concern,DILI_positive,0.09574468085106383
Hyperforin,Salsalate,LT01684,vLess-DILI-concern,DILI_positive,0.07575757575757576
Hyperforin,Saquinavir mesylate,LT01746,vLess-DILI-concern,DILI_positive,0.09565217391304348
Hyperforin,Saxagliptin hydrochloride,LT00667,vLess-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Semaglutide,LT03759,vLess-DILI-concern,DILI_positive,0.0582010582010582
Hyperforin,Sertraline hydrochloride,LT00625,vLess-DILI-concern,DILI_positive,0.06756756756756757
Hyperforin,Sibutramine hydrochloride,LT00988,vLess-DILI-concern,DILI_positive,0.11428571428571428
Hyperforin,Sildenafil citrate,LT01033,vLess-DILI-concern,DILI_positive,0.07272727272727272
Hyperforin,Simvastatin,LT00142,vLess-DILI-concern,DILI_positive,0.10989010989010989
Hyperforin,Sirolimus,LT00443,vLess-DILI-concern,DILI_positive,0.09923664122137404
Hyperforin,Sitagliptin phosphate,LT01251,vLess-DILI-concern,DILI_positive,0.08791208791208792
Hyperforin,Sitaxsentan,LT02449,vMost-DILI-concern,DILI_positive,0.08602150537634409
Hyperforin,Solifenacin succinate,LT01191,vLess-DILI-concern,DILI_positive,0.09302325581395349
Hyperforin,Sorafenib tosylate,LT01241,vMost-DILI-concern,DILI_positive,0.07
Hyperforin,Spironolactone,LT00143,vLess-DILI-concern,DILI_positive,0.14285714285714285
Hyperforin,Stavudine,LT00144,vMost-DILI-concern,DILI_positive,0.09722222222222222
Hyperforin,Succimer,LT01766,vLess-DILI-concern,DILI_positive,0.1
Hyperforin,suloctidil,LT01816,vMost-DILI-concern,DILI_positive,0.08108108108108109
Hyperforin,Sulfacarbamide,LT00699,vMost-DILI-concern,DILI_positive,0.0625
Hyperforin,Sulfadiazine,LT00146,vLess-DILI-concern,DILI_positive,0.05970149253731343
Hyperforin,Sulfamethizole,LT01933,vLess-DILI-concern,DILI_positive,0.0410958904109589
Hyperforin,Sulfasalazine,LT00147,vMost-DILI-concern,DILI_positive,0.05952380952380952
Hyperforin,Sulfathiazole,LT00632,vMost-DILI-concern,DILI_positive,0.041666666666666664
Hyperforin,Sulindac,LT00148,vMost-DILI-concern,DILI_positive,0.1
Hyperforin,Sunitinib malate,LT00565,vMost-DILI-concern,DILI_positive,0.09803921568627451
Hyperforin,Tacrolimus,LT00448,vLess-DILI-concern,DILI_positive,0.12931034482758622
Hyperforin,Tadalafil,LT01129,vLess-DILI-concern,DILI_positive,0.07608695652173914
Hyperforin,Tamoxifen citrate,LT00152,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Tamsulosin hydrochloride,LT00982,vLess-DILI-concern,DILI_positive,0.06818181818181818
Hyperforin,Tasosartan,LT00687,vMost-DILI-concern,DILI_positive,0.06593406593406594
Hyperforin,Telithromycin,LT01944,vMost-DILI-concern,DILI_positive,0.08661417322834646
Hyperforin,Telmisartan,LT02063,vLess-DILI-concern,DILI_positive,0.06060606060606061
Hyperforin,Temozolomide,LT00153,vLess-DILI-concern,DILI_positive,0.08571428571428572
Hyperforin,Teniposide,LT01786,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Tenofovir disoproxil fumarate,LT02224,vLess-DILI-concern,DILI_positive,0.10638297872340426
Hyperforin,Terbinafine hydrochloride,LT00634,vMost-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Terbutaline sulfate,LT00877,vLess-DILI-concern,DILI_positive,0.10294117647058823
Hyperforin,Teriflunomide,LT02397,vMost-DILI-concern,DILI_positive,0.09859154929577464
Hyperforin,Teriparatide acetate,LT00932,vLess-DILI-concern,DILI_positive,0.06790123456790123
Hyperforin,Testosterone enanthate,LT00223,vMost-DILI-concern,DILI_positive,0.13953488372093023
Hyperforin,Tetrabamate,LT01858,vMost-DILI-concern,DILI_positive,0.10784313725490197
Hyperforin,Thalidomide,LT00450,vLess-DILI-concern,DILI_positive,0.12307692307692308
Hyperforin,Thiabendazole,LT00635,vMost-DILI-concern,DILI_positive,0.027777777777777776
Hyperforin,Thioguanine,LT00452,vLess-DILI-concern,DILI_positive,0.014492753623188406
Hyperforin,Thioridazine hydrochloride,LT00451,vLess-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Thiotepa,LT01804,vLess-DILI-concern,DILI_positive,0.018518518518518517
Hyperforin,Ticlopidine hydrochloride,LT00227,vMost-DILI-concern,DILI_positive,0.06666666666666667
Hyperforin,Ticrynafen,LT00636,vMost-DILI-concern,DILI_positive,0.06493506493506493
Hyperforin,Tigecycline,LT01222,vMost-DILI-concern,DILI_positive,0.1262135922330097
Hyperforin,Tilbroquinol,LT00691,vMost-DILI-concern,DILI_positive,0.057971014492753624
Hyperforin,Tinidazole,LT00637,vLess-DILI-concern,DILI_positive,0.05405405405405406
Hyperforin,Tipranavir,LT01220,vMost-DILI-concern,DILI_positive,0.11428571428571428
Hyperforin,Tizanidine hydrochloride,LT00155,vMost-DILI-concern,DILI_positive,0.025
Hyperforin,Tolazamide,LT00266,vLess-DILI-concern,DILI_positive,0.08450704225352113
Hyperforin,Tolcapone,LT00156,vMost-DILI-concern,DILI_positive,0.08450704225352113
Hyperforin,Tolmetin sodium,LT01820,vLess-DILI-concern,DILI_positive,0.09859154929577464
Hyperforin,Tolrestat,LT01822,vMost-DILI-concern,DILI_positive,0.07228915662650602
Hyperforin,Tolterodine tartrate,LT01011,vLess-DILI-concern,DILI_positive,0.11538461538461539
Hyperforin,Tolvaptan,LT00661,vMost-DILI-concern,DILI_positive,0.12359550561797752
Hyperforin,Topiramate,LT00455,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Tramadol hydrochloride,LT01827,vLess-DILI-concern,DILI_positive,0.10256410256410256
Hyperforin,Trametinib dimethyl sulfoxide,LT02903,vLess-DILI-concern,DILI_positive,0.11764705882352941
Hyperforin,Trandolapril,LT01828,vLess-DILI-concern,DILI_positive,0.12643678160919541
Hyperforin,Tranylcypromine sulfate,LT01829,vLess-DILI-concern,DILI_positive,0.07936507936507936
Hyperforin,Trazodone hydrochloride,LT01830,vLess-DILI-concern,DILI_positive,0.05747126436781609
Hyperforin,Tretinoin,LT00338,vLess-DILI-concern,DILI_positive,0.136986301369863
Hyperforin,Triacetyldiphenolisatin,LT00700,vMost-DILI-concern,DILI_positive,0.1232876712328767
Hyperforin,Triamterene,LT01833,vLess-DILI-concern,DILI_positive,0.02857142857142857
Hyperforin,Trifluoperazine hydrochloride,LT00457,vLess-DILI-concern,DILI_positive,0.05952380952380952
Hyperforin,Trimethoprim,LT01842,vLess-DILI-concern,DILI_positive,0.05405405405405406
Hyperforin,Triptorelin pamoate,LT00460,vLess-DILI-concern,DILI_positive,0.08860759493670886
Hyperforin,Troglitazone,LT00168,vMost-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Trovafloxacin mesylate,LT00645,vMost-DILI-concern,DILI_positive,0.08421052631578947
Hyperforin,Ulipristal acetate,LT02443,vLess-DILI-concern,DILI_positive,0.12903225806451613
Hyperforin,Valaciclovir,LT01856,vLess-DILI-concern,DILI_positive,0.12048192771084337
Hyperforin,Valdecoxib,LT01971,vLess-DILI-concern,DILI_positive,0.039473684210526314
Hyperforin,Valproic acid,LT00160,vMost-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Valsartan,LT01857,vLess-DILI-concern,DILI_positive,0.08791208791208792
Hyperforin,Vancomycin hydrochloride,LT00161,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Varenicline tartrate,LT01242,vLess-DILI-concern,DILI_positive,0.09859154929577464
Hyperforin,Vemurafenib,LT02435,vLess-DILI-concern,DILI_positive,0.07291666666666667
Hyperforin,Venetoclax,LT03786,vLess-DILI-concern,DILI_positive,0.0948905109489051
Hyperforin,Venlafaxine hydrochloride,LT00174,vLess-DILI-concern,DILI_positive,0.0958904109589041
Hyperforin,Verapamil hydrochloride,LT00332,vLess-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Vinblastine sulfate,LT00177,vLess-DILI-concern,DILI_positive,0.07462686567164178
Hyperforin,Vincristine sulfate,LT01862,vLess-DILI-concern,DILI_positive,0.09022556390977443
Hyperforin,Vitamin A palmitate,LT00162,vLess-DILI-concern,DILI_positive,0.13953488372093023
Hyperforin,Voriconazole,LT01097,vMost-DILI-concern,DILI_positive,0.06896551724137931
Hyperforin,Vortioxetine hydrobromide,LT02902,vLess-DILI-concern,DILI_positive,0.038461538461538464
Hyperforin,Warfarin sodium,LT00647,vLess-DILI-concern,DILI_positive,0.12
Hyperforin,Xenazoic acid,LT01867,vMost-DILI-concern,DILI_positive,0.10810810810810811
Hyperforin,Ximelagatran,LT02033,vMost-DILI-concern,DILI_positive,0.10309278350515463
Hyperforin,Zafirlukast,LT01869,vMost-DILI-concern,DILI_positive,0.10576923076923077
Hyperforin,Zanubrutinib,LT03600,vMost-DILI-concern,DILI_positive,0.09473684210526316
Hyperforin,Zidovudine,LT00163,vMost-DILI-concern,DILI_positive,0.0975609756097561
Hyperforin,Zileuton,LT00649,vMost-DILI-concern,DILI_positive,0.09859154929577464
Hyperforin,Zimelidine,LT01874,vMost-DILI-concern,DILI_positive,0.08108108108108109
Hyperforin,Ziprasidone hydrochloride,LT01017,vLess-DILI-concern,DILI_positive,0.07526881720430108
Hyperforin,Zoledronic acid,LT01088,vLess-DILI-concern,DILI_positive,0.04411764705882353
Hyperforin,Zonisamide,LT00165,vLess-DILI-concern,DILI_positive,0.043478260869565216
Hyperforin,Abaloparatide,LT03618,vNo-DILI-concern,DILI_negative,0.060810810810810814
Hyperforin,Acetylcholine chloride,LT02096,vNo-DILI-concern,DILI_negative,0.10344827586206896
Hyperforin,Acetylcysteine,LT01041,vNo-DILI-concern,DILI_negative,0.1206896551724138
Hyperforin,Adenosine,LT01047,vNo-DILI-concern,DILI_negative,0.0641025641025641
Hyperforin,Agalsidase beta,LT02385,vNo-DILI-concern,DILI_negative,0.08602150537634409
Hyperforin,Albuterol,LT01051,vNo-DILI-concern,DILI_negative,0.1
Hyperforin,Alfentanil hydrochloride,LT00925,vNo-DILI-concern,DILI_negative,0.11363636363636363
Hyperforin,Almotriptan malate,LT01053,vNo-DILI-concern,DILI_negative,0.0967741935483871
Hyperforin,Alvimopan,LT01215,vNo-DILI-concern,DILI_negative,0.12087912087912088
Hyperforin,Ambenonium chloride,LT01629,vNo-DILI-concern,DILI_negative,0.11267605633802817
Hyperforin,Amifampridine,LT03376,vNo-DILI-concern,DILI_negative,0.01694915254237288
Hyperforin,Amifostine,LT01067,vNo-DILI-concern,DILI_negative,0.045454545454545456
Hyperforin,Amikacin sulfate,LT01068,vNo-DILI-concern,DILI_negative,0.08247422680412371
Hyperforin,Aminocaproic acid,LT01071,vNo-DILI-concern,DILI_negative,0.07017543859649122
Hyperforin,Aminohippurate sodium,LT00054,vNo-DILI-concern,DILI_negative,0.09230769230769231
Hyperforin,Aminophylline,LT00711,vNo-DILI-concern,DILI_negative,0.07142857142857142
Hyperforin,Ammonium chloride,LT02067,vNo-DILI-concern,DILI_negative,0.0
Hyperforin,Angiotensin ii acetate,LT02229,vNo-DILI-concern,DILI_negative,0.09848484848484848
Hyperforin,Apalutamide,LT03622,vNo-DILI-concern,DILI_negative,0.07920792079207921
Hyperforin,Apomorphine hydrochloride,LT02217,vNo-DILI-concern,DILI_negative,0.0759493670886076
Hyperforin,Apremilast,LT03623,vNo-DILI-concern,DILI_negative,0.09574468085106383
Hyperforin,Argatroban,LT01030,vNo-DILI-concern,DILI_negative,0.10784313725490197
Hyperforin,Arginine hydrochloride,LT02077,vNo-DILI-concern,DILI_negative,0.078125
Hyperforin,Argipressin,LT02331,vNo-DILI-concern,DILI_negative,0.08661417322834646
Hyperforin,Atracurium,LT00917,vNo-DILI-Concern,DILI_negative,0.09195402298850575
Hyperforin,Atropine,LT00511,vNo-DILI-concern,DILI_negative,0.1388888888888889
Hyperforin,Avanafil,LT02440,vNo-DILI-concern,DILI_negative,0.08653846153846154
Hyperforin,Avatrombopag maleate,LT03629,vNo-DILI-concern,DILI_negative,0.08256880733944955
Hyperforin,Azilsartan kamedoxomil,LT03630,vNo-DILI-concern,DILI_negative,0.06363636363636363
Hyperforin,Bacitracin,LT02059,vNo-DILI-concern,DILI_negative,0.0915032679738562
Hyperforin,Baloxavir marboxil,LT03631,vNo-DILI-concern,DILI_negative,0.08928571428571429
Hyperforin,Bendamustine hydrochloride,LT00659,vNo-DILI-concern,DILI_negative,0.07142857142857142
Hyperforin,Benzphetamine hydrochloride,LT00832,vNo-DILI-concern,DILI_negative,0.078125
Hyperforin,Benztropine mesylate,LT01123,vNo-DILI-concern,DILI_negative,0.1111111111111111
Hyperforin,Betaine,LT02189,vNo-DILI-concern,DILI_negative,0.09259259259259259
Hyperforin,Bethanechol chloride,LT00730,vNo-DILI-concern,DILI_negative,0.11666666666666667
Hyperforin,Betrixaban,LT03798,vNo-DILI-concern,DILI_negative,0.07777777777777778
Hyperforin,Biperiden hydrochloride,LT00817,vNo-DILI-concern,DILI_negative,0.0625
Hyperforin,Bisacodyl,LT02190,vNo-DILI-concern,DILI_negative,0.11594202898550725
Hyperforin,Bivalirudin,LT01027,vNo-DILI-concern,DILI_negative,0.10218978102189781
